teff,logg,feh,tv,mass,modelindex,fbol
3200,3,-0.25,2,0,4341,9.77437547679347
3200,3,0.5,2,0,4342,9.774401538306947
3200,3,-0.5,2,0,4343,9.774375348031311
3200,3,0.75,2,0,4344,9.774403779975234
3200,3,-0.75,2,0,4345,9.77437267212763
3200,3,1,2,0,4346,9.774411738915195
3200,3,-1.5,2,0,4347,9.77438935618352
3200,3,-2,2,0,4348,9.77438804735022
3200,3,-2.5,2,0,4349,9.774384965868963
3200,3,-3,2,0,4350,9.774359741502941
3200,3,-4,2,0,4351,9.774066194377072
3200,3,-5,2,0,4352,9.773809284422946
3200,3,0,5,0,4353,9.774391170268874
3200,3.5,0,0,0,4379,9.774382712187322
3200,3.5,0.25,0,0,4380,9.774378997467474
3200,3.5,-0.25,0,0,4381,9.774380775955272
3200,3.5,0.5,0,0,4382,9.774379567829762
3200,3.5,-0.5,0,0,4383,9.774382646963364
3200,3.5,0.75,0,0,4384,9.77438375351292
3200,3.5,-0.75,0,0,4385,9.774384184677896
3200,3.5,1,0,0,4386,9.774391492755894
3200,3.5,-1,0,0,4387,9.774379292262088
3200,3.5,-1.5,0,0,4388,9.774386977186872
3200,3.5,-2,0,0,4389,9.774386287462654
3200,3.5,-2.5,0,0,4390,9.77437497520775
3200,3.5,-3,0,0,4391,9.774304423924585
3200,3.5,-4,0,0,4392,9.773930419681065
3200,3.5,-5,0,0,4393,9.773666824834068
3200,3.5,0,1,0,4419,9.774387317960343
3200,3.5,0.25,1,0,4420,9.774384432151972
3200,3.5,-0.25,1,0,4421,9.774380102708221
3200,3.5,0.5,1,0,4422,9.774384327133545
3200,3.5,-0.5,1,0,4423,9.774377376675098
3200,3.5,0.75,1,0,4424,9.774394651821103
3200,3.5,-0.75,1,0,4425,9.774380285890393
3200,3.5,1,1,0,4426,9.77439213786683
3200,3.5,-1,1,0,4427,9.77438288574825
3200,3.5,-1.5,1,0,4428,9.774386514938127
3200,3.5,-2,1,0,4429,9.774389688464654
3200,3.5,-2.5,1,0,4430,9.774380860057265
3200,3.5,-3,1,0,4431,9.774312606494831
3200,3.5,-4,1,0,4432,9.773931970274775
3200,3.5,-5,1,0,4433,9.77366754466398
3200,3.5,0,2,0,4459,9.774390607739416
3200,3.5,0.25,2,0,4460,9.774390763252798
3200,3.5,-0.25,2,0,4461,9.774385512644253
3200,3.5,0.5,2,0,4462,9.774388794865855
3200,3.5,-0.5,2,0,4463,9.774384282765066
3200,3.5,0.75,2,0,4464,9.774401340175537
3200,3.5,-0.75,2,0,4465,9.774384366484615
3200,3.5,1,2,0,4466,9.77439955457058
3200,3.5,-1,2,0,4467,9.774384637765337
3200,3.5,-1.5,2,0,4468,9.774388716867259
3200,3.5,-2,2,0,4469,9.77439293343203
3200,3.5,-2.5,2,0,4470,9.77438462349916
3200,3.5,-3,2,0,4471,9.774321173615244
3200,3.5,-4,2,0,4472,9.773936913667523
3200,3.5,-5,2,0,4473,9.773668700929694
3200,3.5,0,5,0,4474,9.774391041384119
3200,4,0,0,0,4500,9.774394321331602
3200,4,0.25,0,0,4501,9.77439026565248
3200,4,-0.25,0,0,4502,9.774387726890078
3200,4,0.5,0,0,4503,9.774388428261567
3200,4,-0.5,0,0,4504,9.774384995595826
3200,4,0.75,0,0,4505,9.774387815396288
3200,4,-0.75,0,0,4506,9.774385452175117
3200,4,1,0,0,4507,9.774390074306643
3200,4,-1,0,0,4508,9.77438872740715
3200,4,-1.5,0,0,4509,9.774389169397782
3200,4,-2,0,0,4510,9.77439302092198
3200,4,-2.5,0,0,4511,9.7743536665553
3200,4,-5,0,0,4512,9.773691024635704
3200,4,0,1,0,4538,9.77439468038748
3200,4,0.25,1,0,4539,9.774390176153322
3200,4,-0.25,1,0,4540,9.774383541081916
3200,4,0.5,1,0,4541,9.77439372435449
3200,4,-0.5,1,0,4542,9.774385471219036
3200,4,0.75,1,0,4543,9.774391762977888
3200,4,-0.75,1,0,4544,9.774386342404279
3200,4,1,1,0,4545,9.774386849930934
3200,4,-1,1,0,4546,9.77438841362987
3200,4,-1.5,1,0,4547,9.774391181260565
3200,4,-2,1,0,4548,9.774390016491386
3200,4,-2.5,1,0,4549,9.77436052200232
3200,4,-3,1,0,4550,9.774234160728728
3200,4,-5,1,0,4551,9.773691944697063
3200,4,0,2,0,4577,9.774398858361112
3200,4,0.25,2,0,4578,9.774396784901267
3200,4,-0.25,2,0,4579,9.774389068981405
3200,4,0.5,2,0,4580,9.774390333058205
3200,4,-0.5,2,0,4581,9.774392916207185
3200,4,0.75,2,0,4582,9.77439602104019
3200,4,-0.75,2,0,4583,9.77439185871515
3200,4,1,2,0,4584,9.774393694939086
3200,4,-1,2,0,4585,9.774389737154586
3200,4,-1.5,2,0,4586,9.774394261279458
3200,4,-2,2,0,4587,9.774397311304913
3200,4,-2.5,2,0,4588,9.77436715851104
3200,4,-3,2,0,4589,9.774244114546068
3200,4,-5,2,0,4590,9.77368185646264
3200,4,0,5,0,4591,9.77439864098842
3200,4.5,0,0,0,4617,9.774396976505248
3200,4.5,0.25,0,0,4618,9.77439524287205
3200,4.5,-0.25,0,0,4619,9.77439385527138
3200,4.5,0.5,0,0,4620,9.774394399581535
3200,4.5,-0.5,0,0,4621,9.774392712039107
3200,4.5,0.75,0,0,4622,9.774393221034606
3200,4.5,-0.75,0,0,4623,9.774393616385122
3200,4.5,1,0,0,4624,9.774396147249995
3200,4.5,-1,0,0,4625,9.774393115905195
3200,4.5,-1.5,0,0,4626,9.774396057657315
3200,4.5,-2,0,0,4627,9.7743904626272
3200,4.5,-2.5,0,0,4628,9.774309701597941
3200,4.5,-4,0,0,4629,9.77393145952767
3200,4.5,-5,0,0,4630,9.773779123002534
3200,4.5,0,1,0,4656,9.774396290961699
3200,4.5,0.25,1,0,4657,9.774394117833596
3200,4.5,-0.25,1,0,4658,9.774397616748312
3200,4.5,0.5,1,0,4659,9.774398081496795
3200,4.5,-0.5,1,0,4660,9.774392330007887
3200,4.5,0.75,1,0,4661,9.774398877790352
3200,4.5,-0.75,1,0,4662,9.774392958347764
3200,4.5,1,1,0,4663,9.774394570824446
3200,4.5,-1,1,0,4664,9.774392231626015
3200,4.5,-1.5,1,0,4665,9.77440036863899
3200,4.5,-2,1,0,4666,9.774391694966944
3200,4.5,-2.5,1,0,4667,9.774318264376332
3200,4.5,-3,1,0,4668,9.774163456434161
3200,4.5,-4,1,0,4669,9.773939101790171
3200,4.5,-5,1,0,4670,9.77377723149718
3200,4.5,0,2,0,4696,9.77440047610141
3200,4.5,0.25,2,0,4697,9.774401749545033
3200,4.5,-0.25,2,0,4698,9.77439865337439
3200,4.5,0.5,2,0,4699,9.77439814718642
3200,4.5,-0.5,2,0,4700,9.774398840338435
3200,4.5,0.75,2,0,4701,9.774398925412669
3200,4.5,-0.75,2,0,4702,9.774397641123569
3200,4.5,1,2,0,4703,9.774399441019249
3200,4.5,-1,2,0,4704,9.774399649477788
3200,4.5,-1.5,2,0,4705,9.774401244124288
3200,4.5,-2,2,0,4706,9.774397216872536
3200,4.5,-2.5,2,0,4707,9.774327744948433
3200,4.5,-3,2,0,4708,9.774168946493504
3200,4.5,-4,2,0,4709,9.773933267525521
3200,4.5,-5,2,0,4710,9.773779061512453
3200,4.5,0,5,0,4711,9.774406637168653
3200,5,0,0,0,4737,9.774401689511476
3200,5,0.25,0,0,4738,9.774400933099088
3200,5,-0.25,0,0,4739,9.774403979742667
3200,5,0.5,0,0,4740,9.774400075206211
3200,5,-0.5,0,0,4741,9.774399804647768
3200,5,0.75,0,0,4742,9.774400588470108
3200,5,-0.75,0,0,4743,9.774403177434467
3200,5,1,0,0,4744,9.77439385203464
3200,5,-1,0,0,4745,9.774405738703331
3200,5,-1.5,0,0,4746,9.774407996759027
3200,5,-2,0,0,4747,9.774367109359716
3200,5,-2.5,0,0,4748,9.774245376300534
3200,5,-5,0,0,4749,9.7739839172916
3200,5,0,1,0,4776,9.774405133675476
3200,5,0.25,1,0,4777,9.774401038638787
3200,5,-0.25,1,0,4778,9.774401473661829
3200,5,0.5,1,0,4779,9.774398172750438
3200,5,-0.5,1,0,4780,9.774405010304429
3200,5,0.75,1,0,4781,9.774399843539873
3200,5,-0.75,1,0,4782,9.774405377559969
3200,5,1,1,0,4783,9.774398275297287
3200,5,-1,1,0,4784,9.774407845735267
3200,5,-1.5,1,0,4785,9.77441017973583
3200,5,-2,1,0,4786,9.774373293936318
3200,5,-2.5,1,0,4787,9.774251619705497
3200,5,-4,1,0,4788,9.774010021215828
3200,5,-5,1,0,4789,9.773988868261682
3200,5,0,2,0,4816,9.77440743446022
3200,5,0.25,2,0,4817,9.774403763122859
3200,5,-0.25,2,0,4818,9.774408038843417
3200,5,0.5,2,0,4819,9.77440338892302
3200,5,-0.5,2,0,4820,9.774406873307843
3200,5,0.75,2,0,4821,9.774401121147498
3200,5,-0.75,2,0,4822,9.774410540533918
3200,5,1,2,0,4823,9.774400756622866
3200,5,-1,2,0,4824,9.774417539440176
3200,5,-1.5,2,0,4825,9.774413526721188
3200,5,-2,2,0,4826,9.774383153007287
3200,5,-2.5,2,0,4827,9.774260530624376
3200,5,-4,2,0,4828,9.774013060367274
3200,5,-5,2,0,4829,9.7739804769474
3200,5,0,5,0,4830,9.77441884490508
3200,5.5,0,0,0,4857,9.774419185834665
3200,5.5,0.25,0,0,4858,9.774413865190802
3200,5.5,0.5,0,0,4859,9.774405997278144
3200,5.5,-0.5,0,0,4860,9.77442096791014
3200,5.5,0.75,0,0,4861,9.77440333232457
3200,5.5,-0.75,0,0,4862,9.774425710888679
3200,5.5,1,0,0,4863,9.774401393950738
3200,5.5,-1,0,0,4864,9.774427495854663
3200,5.5,-1.5,0,0,4865,9.774412130948233
3200,5.5,-2,0,0,4866,9.774320127140195
3200,5.5,-2.5,0,0,4867,9.774187420589286
3200,5.5,0,1,0,4894,9.774419450045956
3200,5.5,0.25,1,0,4895,9.774411625724657
3200,5.5,-0.25,1,0,4896,9.77442407574621
3200,5.5,0.5,1,0,4897,9.774406225471115
3200,5.5,-0.5,1,0,4898,9.774427554187492
3200,5.5,0.75,1,0,4899,9.774405520947456
3200,5.5,-0.75,1,0,4900,9.77442577200101
3200,5.5,1,1,0,4901,9.774403888458115
3200,5.5,-1,1,0,4902,9.774436276490498
3200,5.5,-1.5,1,0,4903,9.774417414875755
3200,5.5,-2,1,0,4904,9.774329266697684
3200,5.5,-2.5,1,0,4905,9.774202984180285
3200,5.5,-4,1,0,4906,9.774156209462783
3200,5.5,0,2,0,4932,9.774423052268666
3200,5.5,0.25,2,0,4933,9.774415050737273
3200,5.5,-0.25,2,0,4934,9.774422897610197
3200,5.5,0.5,2,0,4935,9.774409297758222
3200,5.5,-0.5,2,0,4936,9.774430546779179
3200,5.5,0.75,2,0,4937,9.77440854187208
3200,5.5,-0.75,2,0,4938,9.774435593421215
3200,5.5,1,2,0,4939,9.774406586136356
3200,5.5,-1,2,0,4940,9.77444256859379
3200,5.5,-1.5,2,0,4941,9.774421103873292
3200,5.5,-2,2,0,4942,9.774341571641509
3200,5.5,-2.5,2,0,4943,9.774206282734346
3200,5.5,-4,2,0,4944,9.77416255948771
3200,5.5,0,5,0,4945,9.774430469706472
3300,3,0,0,0,4965,9.827820716135644
3300,3,-0.25,0,0,4966,9.827810432143998
3300,3,-0.5,0,0,4967,9.827802003200556
3300,3,0.75,0,0,4968,9.827840652072709
3300,3,-0.75,0,0,4969,9.827809676647616
3300,3,1,0,0,4970,9.827847193749475
3300,3,-1,0,0,4971,9.827807448431663
3300,3,-1.5,0,0,4972,9.827826783996645
3300,3,-2,0,0,4973,9.827820604646762
3300,3,-2.5,0,0,4974,9.827823442660442
3300,3,-3,0,0,4975,9.827809191772415
3300,3,-4,0,0,4976,9.827598979095027
3300,3,-5,0,0,4977,9.82735832702474
3300,3,0,1,0,4997,9.827821384760167
3300,3,0.25,1,0,4998,9.827824591514744
3300,3,-0.25,1,0,4999,9.82781455560428
3300,3,0.5,1,0,5000,9.827835339102256
3300,3,-0.5,1,0,5001,9.827802092335675
3300,3,0.75,1,0,5002,9.827843998085703
3300,3,-0.75,1,0,5003,9.827799703984997
3300,3,1,1,0,5004,9.827857700161072
3300,3,-1,1,0,5005,9.827810241276422
3300,3,-1.5,1,0,5006,9.827828377871912
3300,3,-2,1,0,5007,9.827825355545244
3300,3,-2.5,1,0,5008,9.82782463722084
3300,3,-3,1,0,5009,9.827806741333202
3300,3,-4,1,0,5010,9.827599225790232
3300,3,-5,1,0,5011,9.827359140139835
3300,3,0,2,0,5032,9.82781881049002
3300,3,0.25,2,0,5033,9.82783456935219
3300,3,-0.25,2,0,5034,9.827816649378299
3300,3,0.5,2,0,5035,9.827837201726396
3300,3,-0.5,2,0,5036,9.827808948947174
3300,3,0.75,2,0,5037,9.82785035746178
3300,3,-0.75,2,0,5038,9.827803500529802
3300,3,1,2,0,5039,9.8278524329527
3300,3,-1,2,0,5040,9.827811172395228
3300,3,-1.5,2,0,5041,9.827828534771976
3300,3,-2,2,0,5042,9.827831722048636
3300,3,-2.5,2,0,5043,9.827828910590352
3300,3,-3,2,0,5044,9.82781194504955
3300,3,-4,2,0,5045,9.827600888385627
3300,3,-5,2,0,5046,9.827356042683956
3300,3,0,5,0,5047,9.827823774613051
3300,3.5,0,0,0,5070,9.82782727959726
3300,3.5,0.25,0,0,5071,9.827819507354011
3300,3.5,-0.25,0,0,5072,9.827817753871894
3300,3.5,-0.5,0,0,5073,9.827815131059719
3300,3.5,0.75,0,0,5074,9.827823291080044
3300,3.5,-0.75,0,0,5075,9.827820941566758
3300,3.5,-1,0,0,5076,9.827821231735525
3300,3.5,-1.5,0,0,5077,9.827827297529987
3300,3.5,-2,0,0,5078,9.827825847423899
3300,3.5,-2.5,0,0,5079,9.827822955797666
3300,3.5,-3,0,0,5080,9.827776107778552
3300,3.5,-5,0,0,5081,9.827231942146495
3300,3.5,0,1,0,5104,9.827825920081546
3300,3.5,0.25,1,0,5105,9.827820686246818
3300,3.5,-0.25,1,0,5106,9.827821590997623
3300,3.5,0.5,1,0,5107,9.82782289230821
3300,3.5,-0.5,1,0,5108,9.827817534358145
3300,3.5,0.75,1,0,5109,9.827825881160884
3300,3.5,-0.75,1,0,5110,9.827821696425238
3300,3.5,-1,1,0,5111,9.827821776885171
3300,3.5,-1.5,1,0,5112,9.827827759893026
3300,3.5,-2,1,0,5113,9.82782915583415
3300,3.5,-2.5,1,0,5114,9.827825126494323
3300,3.5,-3,1,0,5115,9.827779512190244
3300,3.5,-4,1,0,5116,9.827454706621442
3300,3.5,-5,1,0,5117,9.827233672007335
3300,3.5,0,2,0,5139,9.827827844651733
3300,3.5,0.25,2,0,5140,9.827824195220735
3300,3.5,-0.25,2,0,5141,9.827822969689098
3300,3.5,0.5,2,0,5142,9.827830610705083
3300,3.5,-0.5,2,0,5143,9.82782091021964
3300,3.5,0.75,2,0,5144,9.827833638978992
3300,3.5,-0.75,2,0,5145,9.827822530782049
3300,3.5,1,2,0,5146,9.827838438917993
3300,3.5,-1,2,0,5147,9.827824957842385
3300,3.5,-1.5,2,0,5148,9.827834731273581
3300,3.5,-2,2,0,5149,9.82783273187584
3300,3.5,-2.5,2,0,5150,9.82782523760978
3300,3.5,-3,2,0,5151,9.827782762744878
3300,3.5,-4,2,0,5152,9.82745878131124
3300,3.5,-5,2,0,5153,9.827235775506958
3300,3.5,0,5,0,5154,9.827828282517432
3300,4,0,0,0,5178,9.827838960511059
3300,4,-0.25,0,0,5179,9.827833163740202
3300,4,0.5,0,0,5180,9.827827390909015
3300,4,-0.5,0,0,5181,9.827831604836156
3300,4,0.75,0,0,5182,9.82782687890416
3300,4,-0.75,0,0,5183,9.82783005776888
3300,4,-1,0,0,5184,9.82782785033823
3300,4,-1.5,0,0,5185,9.827828499257713
3300,4,-2,0,0,5186,9.827827525860984
3300,4,-2.5,0,0,5187,9.827811106800485
3300,4,-3,0,0,5188,9.827717540280398
3300,4,-5,0,0,5189,9.827271927325727
3300,4,0,1,0,5213,9.827839303018678
3300,4,0.25,1,0,5214,9.827832865270429
3300,4,-0.25,1,0,5215,9.827831031370803
3300,4,0.5,1,0,5216,9.827831838122577
3300,4,-0.5,1,0,5217,9.82782887686708
3300,4,0.75,1,0,5218,9.827826454237144
3300,4,-0.75,1,0,5219,9.827830881991373
3300,4,1,1,0,5220,9.8278274674409
3300,4,-1,1,0,5221,9.827828772732348
3300,4,-1.5,1,0,5222,9.827828734353242
3300,4,-2,1,0,5223,9.827833262847284
3300,4,-2.5,1,0,5224,9.82781325273827
3300,4,-3,1,0,5225,9.827725992996015
3300,4,-5,1,0,5226,9.82727261981579
3300,4,0,2,0,5251,9.827839988096146
3300,4,0.25,2,0,5252,9.82783056109713
3300,4,-0.25,2,0,5253,9.827834245870827
3300,4,0.5,2,0,5254,9.827830859673485
3300,4,-0.5,2,0,5255,9.82782949289893
3300,4,0.75,2,0,5256,9.827823252603421
3300,4,-0.75,2,0,5257,9.827831981893507
3300,4,1,2,0,5258,9.827834014605047
3300,4,-1,2,0,5259,9.827830006060982
3300,4,-1.5,2,0,5260,9.827834649542167
3300,4,-2,2,0,5261,9.827832493949796
3300,4,-2.5,2,0,5262,9.827816755104768
3300,4,-3,2,0,5263,9.827731895636134
3300,4,-4,2,0,5264,9.827379739730954
3300,4,-5,2,0,5265,9.827273970208813
3300,4,0,5,0,5266,9.827839928477703
3300,4.5,0,0,0,5292,9.82783986326333
3300,4.5,0.25,0,0,5293,9.827840282576496
3300,4.5,-0.25,0,0,5294,9.827834413464808
3300,4.5,0.5,0,0,5295,9.827835549037554
3300,4.5,-0.5,0,0,5296,9.827830167387448
3300,4.5,0.75,0,0,5297,9.827837263072821
3300,4.5,-0.75,0,0,5298,9.827831649527251
3300,4.5,-1,0,0,5299,9.827829760180222
3300,4.5,-1.5,0,0,5300,9.827833740945035
3300,4.5,-2,0,0,5301,9.827829039038223
3300,4.5,-2.5,0,0,5302,9.827781224947692
3300,4.5,-3,0,0,5303,9.82764684705709
3300,4.5,-5,0,0,5304,9.82738482587457
3300,4.5,0,1,0,5330,9.827841507125774
3300,4.5,0.25,1,0,5331,9.827839999482539
3300,4.5,-0.25,1,0,5332,9.827836023569107
3300,4.5,0.5,1,0,5333,9.827837304412386
3300,4.5,-0.5,1,0,5334,9.827831915766884
3300,4.5,0.75,1,0,5335,9.827835909280031
3300,4.5,-0.75,1,0,5336,9.827831398574013
3300,4.5,1,1,0,5337,9.82783073364275
3300,4.5,-1,1,0,5338,9.82783204321457
3300,4.5,-1.5,1,0,5339,9.82783316285487
3300,4.5,-2,1,0,5340,9.827830471122004
3300,4.5,-2.5,1,0,5341,9.827784506110525
3300,4.5,-3,1,0,5342,9.827649904071633
3300,4.5,-5,1,0,5344,9.82737521821817
3300,4.5,0,2,0,5370,9.827841884121595
3300,4.5,0.25,2,0,5371,9.827840247726467
3300,4.5,-0.25,2,0,5372,9.8278379500749
3300,4.5,0.5,2,0,5373,9.827839593740386
3300,4.5,-0.5,2,0,5374,9.827839683782814
3300,4.5,0.75,2,0,5375,9.827836670258046
3300,4.5,-0.75,2,0,5376,9.82783636119401
3300,4.5,1,2,0,5377,9.827834670708281
3300,4.5,-1,2,0,5378,9.827834376893692
3300,4.5,-1.5,2,0,5379,9.827837800494883
3300,4.5,-2,2,0,5380,9.82783363209873
3300,4.5,-2.5,2,0,5381,9.827794400281448
3300,4.5,-3,2,0,5382,9.827663589592053
3300,4.5,-4,2,0,5383,9.827417066195807
3300,4.5,-5,2,0,5384,9.827385283729754
3300,4.5,0,5,0,5385,9.827845284128154
3300,5,0,0,0,5412,9.82783777712044
3300,5,0.25,0,0,5413,9.827842564988119
3300,5,-0.25,0,0,5414,9.827837757264817
3300,5,0.5,0,0,5415,9.827842279525894
3300,5,-0.5,0,0,5416,9.827839637944114
3300,5,0.75,0,0,5417,9.827838480158755
3300,5,-0.75,0,0,5418,9.827836954503374
3300,5,1,0,0,5419,9.827837328542543
3300,5,-1,0,0,5420,9.82783704808754
3300,5,-1.5,0,0,5421,9.827840199542285
3300,5,-2,0,0,5422,9.827818177183659
3300,5,-2.5,0,0,5423,9.827727564230072
3300,5,-3,0,0,5424,9.827587387996692
3300,5,-5,0,0,5425,9.827574081449269
3300,5,0,1,0,5453,9.827842756564271
3300,5,0.25,1,0,5454,9.827840277840663
3300,5,-0.25,1,0,5455,9.827842280980216
3300,5,0.5,1,0,5456,9.82784163934119
3300,5,-0.5,1,0,5457,9.827839414838605
3300,5,0.75,1,0,5458,9.827839952977811
3300,5,-0.75,1,0,5459,9.82784157645114
3300,5,1,1,0,5460,9.827836052422553
3300,5,-1,1,0,5461,9.827837008769723
3300,5,-1.5,1,0,5462,9.827837748916835
3300,5,-2,1,0,5463,9.827822023790343
3300,5,-2.5,1,0,5464,9.827733795349687
3300,5,-3,1,0,5465,9.827592214615793
3300,5,-4,1,0,5466,9.827479293874049
3300,5,-5,1,0,5467,9.827574005108962
3300,5,0,2,0,5495,9.827844169621777
3300,5,0.25,2,0,5496,9.827843232179685
3300,5,-0.25,2,0,5497,9.82784405859292
3300,5,0.5,2,0,5498,9.827843364382737
3300,5,-0.5,2,0,5499,9.827843934539068
3300,5,0.75,2,0,5500,9.827839698252514
3300,5,-0.75,2,0,5501,9.827840640728247
3300,5,1,2,0,5502,9.82784324132167
3300,5,-1,2,0,5503,9.827844198397965
3300,5,-1.5,2,0,5504,9.827843149011628
3300,5,-2,2,0,5505,9.827832198311643
3300,5,-2.5,2,0,5506,9.827742363350888
3300,5,-3,2,0,5507,9.827597860072313
3300,5,-4,2,0,5508,9.827471429401967
3300,5,-5,2,0,5509,9.827567513051394
3300,5,0,5,0,5510,9.827849945928138
3300,5.5,0,0,0,5537,9.827846618166786
3300,5.5,0.25,0,0,5538,9.827843778632822
3300,5.5,-0.25,0,0,5539,9.827847816744509
3300,5.5,0.5,0,0,5540,9.827841354846923
3300,5.5,-0.5,0,0,5541,9.827851444870896
3300,5.5,0.75,0,0,5542,9.82783990417153
3300,5.5,-0.75,0,0,5543,9.827851534669941
3300,5.5,1,0,0,5544,9.82784264603529
3300,5.5,-1,0,0,5545,9.82785148245265
3300,5.5,-1.5,0,0,5546,9.827843644047157
3300,5.5,-2,0,0,5547,9.827788829842424
3300,5.5,-2.5,0,0,5548,9.82767194140159
3300,5.5,0,1,0,5575,9.827851074207903
3300,5.5,0.25,1,0,5576,9.827846882836836
3300,5.5,-0.25,1,0,5577,9.827851486171326
3300,5.5,0.5,1,0,5578,9.82784408972827
3300,5.5,-0.5,1,0,5579,9.827852932189426
3300,5.5,0.75,1,0,5580,9.827841856403857
3300,5.5,-0.75,1,0,5581,9.827849079963809
3300,5.5,1,1,0,5582,9.827839114515628
3300,5.5,-1,1,0,5583,9.827856569652193
3300,5.5,-1.5,1,0,5584,9.8278443455935
3300,5.5,-2,1,0,5585,9.827791456896492
3300,5.5,-2.5,1,0,5586,9.827673104725022
3300,5.5,-4,1,0,5587,9.827636878928564
3300,5.5,0,2,0,5614,9.827854305648886
3300,5.5,0.25,2,0,5615,9.82784851214494
3300,5.5,-0.25,2,0,5616,9.827851560201788
3300,5.5,0.5,2,0,5617,9.82784766348703
3300,5.5,-0.5,2,0,5618,9.82785630657064
3300,5.5,0.75,2,0,5619,9.827844871466743
3300,5.5,-0.75,2,0,5620,9.827856091937406
3300,5.5,1,2,0,5621,9.827844037013696
3300,5.5,-1,2,0,5622,9.827860681428781
3300,5.5,-1.5,2,0,5623,9.8278482696481
3300,5.5,-2,2,0,5624,9.827798008031083
3300,5.5,-2.5,2,0,5625,9.827682430100696
3300,5.5,-4,2,0,5626,9.82761998593462
3300,5.5,0,5,0,5627,9.82785825694911
3400,3,0,0,0,5654,9.879669587109559
3400,3,0.25,0,0,5655,9.87968023926254
3400,3,-0.25,0,0,5656,9.879663372896314
3400,3,0.5,0,0,5657,9.879689298555048
3400,3,-0.5,0,0,5658,9.879664396796441
3400,3,0.75,0,0,5659,9.879689769216768
3400,3,-0.75,0,0,5660,9.879662434274357
3400,3,1,0,0,5661,9.879691100094988
3400,3,-1,0,0,5662,9.87965775103853
3400,3,-1.5,0,0,5663,9.879690859392442
3400,3,-2,0,0,5664,9.879689666018903
3400,3,-2.5,0,0,5665,9.879682579131424
3400,3,-3,0,0,5666,9.87967623484286
3400,3,-4,0,0,5667,9.879544028772054
3400,3,-5,0,0,5668,9.879354463121322
3400,3,0,1,0,5696,9.879674852143234
3400,3,0.25,1,0,5697,9.87968645900484
3400,3,-0.25,1,0,5698,9.879668025322458
3400,3,0.5,1,0,5699,9.87968789471214
3400,3,-0.5,1,0,5700,9.879662160106683
3400,3,0.75,1,0,5701,9.879691851539253
3400,3,-0.75,1,0,5702,9.879662560163426
3400,3,1,1,0,5703,9.879695330866213
3400,3,-1,1,0,5704,9.879657830390098
3400,3,-1.5,1,0,5705,9.879693412519845
3400,3,-2,1,0,5706,9.879698683110492
3400,3,-2.5,1,0,5707,9.879685720951993
3400,3,-3,1,0,5708,9.879677826347876
3400,3,-4,1,0,5709,9.879543119485508
3400,3,-5,1,0,5710,9.879353820098578
3400,3,0,2,0,5738,9.879689827903789
3400,3,0.25,2,0,5739,9.879686505546456
3400,3,-0.25,2,0,5740,9.879680680594367
3400,3,0.5,2,0,5741,9.879697331509343
3400,3,-0.5,2,0,5742,9.879670719364604
3400,3,0.75,2,0,5743,9.879700343840188
3400,3,-0.75,2,0,5744,9.8796619415257
3400,3,1,2,0,5745,9.879714205929501
3400,3,-1,2,0,5746,9.879664268756
3400,3,-1.5,2,0,5747,9.879708631865462
3400,3,-2,2,0,5748,9.879702058956466
3400,3,-2.5,2,0,5749,9.879696314678348
3400,3,-3,2,0,5750,9.879685384852076
3400,3,-4,2,0,5751,9.879546604801407
3400,3,-5,2,0,5752,9.879353904245438
3400,3,0,5,0,5753,9.87968931580567
3400,3.5,0,0,0,5778,9.87966144138517
3400,3.5,0.25,0,0,5779,9.87967262959153
3400,3.5,-0.25,0,0,5780,9.879657129972466
3400,3.5,0.5,0,0,5781,9.879670076252092
3400,3.5,-0.5,0,0,5782,9.879683239247523
3400,3.5,0.75,0,0,5783,9.879679084888998
3400,3.5,-0.75,0,0,5784,9.879684196878982
3400,3.5,1,0,0,5785,9.879687311259616
3400,3.5,-1,0,0,5786,9.87968629167675
3400,3.5,-1.5,0,0,5787,9.879695141578397
3400,3.5,-2,0,0,5788,9.879696542785819
3400,3.5,-2.5,0,0,5789,9.87968358077314
3400,3.5,-3,0,0,5790,9.87965899270916
3400,3.5,-5,0,0,5791,9.87923954746835
3400,3.5,0,1,0,5817,9.879664247579976
3400,3.5,0.25,1,0,5818,9.879665128457448
3400,3.5,-0.25,1,0,5819,9.87965720294155
3400,3.5,0.5,1,0,5820,9.879677152193462
3400,3.5,-0.5,1,0,5821,9.87966746704332
3400,3.5,0.75,1,0,5822,9.879681487663104
3400,3.5,-0.75,1,0,5823,9.879688208284884
3400,3.5,1,1,0,5824,9.879685625034305
3400,3.5,-1,1,0,5825,9.879686293779148
3400,3.5,-1.5,1,0,5826,9.87970110953864
3400,3.5,-2,1,0,5827,9.879697586178176
3400,3.5,-2.5,1,0,5828,9.879685655801133
3400,3.5,-3,1,0,5829,9.879660115011527
3400,3.5,-4,1,0,5830,9.879454456892331
3400,3.5,-5,1,0,5831,9.879240686478841
3400,3.5,0,2,0,5857,9.879670204882602
3400,3.5,0.25,2,0,5858,9.879682484299625
3400,3.5,-0.25,2,0,5859,9.879671084198202
3400,3.5,0.5,2,0,5860,9.879680463791274
3400,3.5,-0.5,2,0,5861,9.879663826980385
3400,3.5,0.75,2,0,5862,9.87968964425724
3400,3.5,-0.75,2,0,5863,9.879688337858086
3400,3.5,1,2,0,5864,9.879694057474687
