teff,logg,feh,tv,mass,modelindex,fbol
2700,4,-2,1,0,1268,9.479571729719627
2700,4,-2.5,1,0,1269,9.479266623951357
2700,4,0,2,0,1293,9.479495032080079
2700,4,0.25,2,0,1294,9.479499989030396
2700,4,-0.25,2,0,1295,9.479501647929244
2700,4,0.5,2,0,1296,9.479491511367545
2700,4,-0.5,2,0,1297,9.479513529899105
2700,4,0.75,2,0,1298,9.479504493752344
2700,4,-0.75,2,0,1299,9.479526590661177
2700,4,1,2,0,1300,9.47952516411497
2700,4,-1,2,0,1301,9.479562295944145
2700,4,-1.5,2,0,1302,9.479318324111716
2700,4,-2,2,0,1303,9.479648362157501
2700,4,-2.5,2,0,1304,9.479330261653349
2700,4,-4,2,0,1305,9.478982806700495
2700,4,0,5,0,1306,9.479542422818438
2700,4.5,0,0,0,1325,9.479531178546976
2700,4.5,0.25,0,0,1326,9.479500563051243
2700,4.5,-0.25,0,0,1327,9.47957282774519
2700,4.5,0.5,0,0,1328,9.47947202510924
2700,4.5,-0.5,0,0,1329,9.479540896819893
2700,4.5,0.75,0,0,1330,9.479465860478491
2700,4.5,-0.75,0,0,1331,9.47941670501546
2700,4.5,1,0,0,1332,9.479467216703528
2700,4.5,-1,0,0,1333,9.47932426748024
2700,4.5,-1.5,0,0,1334,9.479330406504696
2700,4.5,-2,0,0,1335,9.479417057200614
2700,4.5,-2.5,0,0,1336,9.47910263725455
2700,4.5,0,1,0,1353,9.479549662442256
2700,4.5,0.25,1,0,1354,9.479515523442993
2700,4.5,-0.25,1,0,1355,9.479589494853071
2700,4.5,0.5,1,0,1356,9.479493689382709
2700,4.5,-0.5,1,0,1357,9.479501155550208
2700,4.5,0.75,1,0,1358,9.479475536502068
2700,4.5,-0.75,1,0,1359,9.479372749621998
2700,4.5,1,1,0,1360,9.479480104717137
2700,4.5,-1,1,0,1361,9.479362586775812
2700,4.5,-1.5,1,0,1362,9.479208700022458
2700,4.5,-2,1,0,1363,9.479471469593484
2700,4.5,-2.5,1,0,1364,9.479145462993168
2700,4.5,-4,1,0,1365,9.478938858548041
2700,4.5,0,2,0,1384,9.47958236124052
2700,4.5,0.25,2,0,1385,9.479527621803637
2700,4.5,-0.25,2,0,1386,9.479619103904998
2700,4.5,0.5,2,0,1387,9.479523492402373
2700,4.5,-0.5,2,0,1388,9.479508616859768
2700,4.5,0.75,2,0,1389,9.479513344775869
2700,4.5,-0.75,2,0,1390,9.479383314353738
2700,4.5,1,2,0,1391,9.479515256014537
2700,4.5,-1,2,0,1392,9.479414768049642
2700,4.5,-2,2,0,1393,9.479570042762061
2700,4.5,-2.5,2,0,1394,9.479195171479557
2700,4.5,-4,2,0,1395,9.478963170824857
2700,4.5,0,5,0,1396,9.479623782607074
2700,5,0,0,0,1414,9.479363911351998
2700,5,0.25,0,0,1415,9.479507126513047
2700,5,-0.25,0,0,1416,9.479409938369027
2700,5,0.5,0,0,1417,9.47958279253976
2700,5,-0.5,0,0,1418,9.479408452124632
2700,5,0.75,0,0,1419,9.479511794335687
2700,5,-0.75,0,0,1420,9.479400006002328
2700,5,1,0,0,1421,9.479492983317424
2700,5,-1,0,0,1422,9.479390254273833
2700,5,-1.5,0,0,1423,9.479419303826633
2700,5,-2.5,0,0,1424,9.478963784547576
2700,5,0,1,0,1439,9.479394817992024
2700,5,0.25,1,0,1440,9.479481421622836
2700,5,-0.25,1,0,1441,9.479411376568804
2700,5,0.5,1,0,1442,9.47960762789118
2700,5,0.75,1,0,1443,9.479524263195584
2700,5,1,1,0,1444,9.479508310089692
2700,5,-1.5,1,0,1445,9.47925379696281
2700,5,-2,1,0,1446,9.479403827435709
2700,5,-2.5,1,0,1447,9.479016490304817
2700,5,0,2,0,1466,9.47943473004504
2700,5,0.25,2,0,1467,9.479490052083406
2700,5,-0.25,2,0,1468,9.47945403966414
2700,5,0.5,2,0,1469,9.47963782205237
2700,5,-0.5,2,0,1470,9.479461094533942
2700,5,0.75,2,0,1471,9.479560360200361
2700,5,-0.75,2,0,1472,9.479431351687357
2700,5,1,2,0,1473,9.47954238757423
2700,5,-2,2,0,1474,9.479468176346037
2700,5,-2.5,2,0,1475,9.479087721984685
