Av,Averr,ScaleF,ScaleFerr,Redchi,Fbol,ModelIndex,RelDiff,npoint,JumpBy,starID
0.2574644875681722,0.04361598792034064,-17.492491778505237,0.017167801298345317,2.0627261175183222,9.292533771481147e-08,42083,0.0014813378488527202,11,DiffMet,4972969119657226368
