logg,loggerr,teff,tefferr,Av,Averr,ScaleF,ScaleFerr,fbol,fbolerr,logg_mod,teff_mod,Av_mod,Averr_mod,ScaleF_mod,ScaleFerr_mod,Redchi_mod,fbol_mod,fbolerr_mod,starID
4.25062e+00,1.23918e-02,5.84132e+03,5.82132e+01,8.38559e-02,4.62748e-02,-1.76707e+01,2.41488e-03,-6.85122e+00,1.47723e-02,4.25000e+00,5840,8.27631e-02,9.31204e-03,-1.76706e+01,3.55805e-03,1.34178e-01,-6.85156e+00,3.55805e-03,5062172841616745856
