Av,Averr,ScaleF,ScaleFerr,Redchi,Fbol,ModelIndex,RelDiff,npoint,JumpBy,starID
0.15232050297343136,0.02611427445333281,-19.73787557690501,0.007508730355305223,1.6148831533721129,1.3442341114497733e-09,14240,0.000993649397262903,14,DiffMet,2125795166969907968
