logg,loggerr,teff,tefferr,Av,Averr,ScaleF,ScaleFerr,fbol,fbolerr,logg_mod,teff_mod,Av_mod,Averr_mod,ScaleF_mod,ScaleFerr_mod,Redchi_mod,fbol_mod,fbolerr_mod,starID
3.75050e+00,1.11341e-02,5.84893e+03,7.42496e+01,4.22832e-02,5.72076e-02,-1.85735e+01,3.92582e-03,-7.75180e+00,1.80266e-02,3.75000e+00,5850,4.27776e-02,2.43705e-02,-1.85736e+01,8.18912e-03,1.63822e+00,-7.75159e+00,8.18912e-03,2076525844775760384
