Av,Averr,ScaleF,ScaleFerr,Redchi,Fbol,ModelIndex,RelDiff,npoint,JumpBy,starID
0.05367999328414186,0.01258822798445232,-17.349251484640355,0.0050359608862650925,0.09310698177055712,1.2923330229281173e-07,42083,0.0001681622175485987,6,DiffMet,6357337753190592000
