logg,loggerr,teff,tefferr,Av,Averr,ScaleF,ScaleFerr,fbol,fbolerr,logg_mod,teff_mod,Av_mod,Averr_mod,ScaleF_mod,ScaleFerr_mod,Redchi_mod,fbol_mod,fbolerr_mod,starID
2.75000e+00,2.04574e-09,4.61684e+03,7.84410e+01,9.04028e-02,1.05981e-01,-1.74809e+01,4.90043e-03,-7.07022e+00,2.45732e-02,2.75000e+00,4615,8.71812e-02,4.08833e-02,-1.74808e+01,1.60922e-02,1.81235e+00,-7.07087e+00,1.60922e-02,4972969119657226368
