Av,Averr,ScaleF,ScaleFerr,Redchi,Fbol,ModelIndex,RelDiff,npoint,JumpBy,starID
0.17241289510544,0.02269680181709748,-17.26387494031946,0.009080452556696284,0.3482510989635999,1.5729882655528697e-07,42127,0.0011275146654281313,12,DiffMet,4921421918602162688
