Av,Averr,ScaleF,ScaleFerr,Redchi,Fbol,ModelIndex,RelDiff,npoint,JumpBy,starID
0.14272343425653933,0.02037549279032404,-20.29569160423297,0.005744795726092717,0.8562436487366295,3.1387204499414013e-10,13750,0.0007391482781110606,12,DiffMet,2106705269988803072
