logg,loggerr,teff,tefferr,Av,Averr,ScaleF,ScaleFerr,fbol,fbolerr,logg_mod,teff_mod,Av_mod,Averr_mod,ScaleF_mod,ScaleFerr_mod,Redchi_mod,fbol_mod,fbolerr_mod,starID
2.74367e+00,3.92748e-02,4.63116e+03,7.41495e+01,2.23730e-02,1.04245e-01,-1.74518e+01,3.44787e-03,-7.03586e+00,2.44603e-02,2.75000e+00,4630,2.09090e-02,2.14439e-02,-1.74517e+01,8.25196e-03,7.58348e-01,-7.03612e+00,8.25196e-03,2329865040473724160
