Av,Averr,ScaleF,ScaleFerr,Redchi,Fbol,ModelIndex,RelDiff,npoint,JumpBy,starID
0.005142802151992143,0.01082136772104099,-17.668587053141618,0.004134752239592738,0.18119869374775535,1.3300113297913342e-07,13850,0.0004443813217267295,9,DiffMet,5062172841616745856
