Av,Averr,ScaleF,ScaleFerr,Redchi,Fbol,ModelIndex,RelDiff,npoint,JumpBy,starID
0.16698072794925078,0.016109227368833252,-17.463854171894774,0.006199096697526648,0.42796789162309107,9.92706819812561e-08,41975,0.00034025540334164126,8,DiffMet,2329865040473724160
