Av,Averr,ScaleF,ScaleFerr,Redchi,Fbol,ModelIndex,RelDiff,npoint,JumpBy,starID
0.02677128713543553,0.03632294075157113,-17.898559415822206,0.01346768701768437,2.1706687953492474,3.647751886390281e-08,42191,0.0009815568533767763,9,DiffMet,6386468454774591744
