Av,Averr,ScaleF,ScaleFerr,Redchi,Fbol,ModelIndex,RelDiff,npoint,JumpBy,starID
-0.03856857806154412,0.02536466126456255,-18.569123387093587,0.008523192332716752,1.774612209275191,1.6723256621090167e-08,13750,0.000951485097595282,13,DiffMet,2076525844775760384
