Av,Averr,ScaleF,ScaleFerr,Redchi,Fbol,ModelIndex,RelDiff,npoint,JumpBy,starID
0.11505576188158173,0.02441879419825489,-17.187598787668268,0.009787844933500978,0.38446738498357164,1.875111679635972e-07,42083,0.0005030758687431105,8,DiffMet,4675576135153914368
