logg,loggerr,teff,tefferr,Av,Averr,ScaleF,ScaleFerr,fbol,fbolerr,logg_mod,teff_mod,Av_mod,Averr_mod,ScaleF_mod,ScaleFerr_mod,Redchi_mod,fbol_mod,fbolerr_mod,starID
2.75000e+00,5.00586e-04,4.65696e+03,5.25787e+01,1.49083e-01,6.81941e-02,-1.79374e+01,4.41682e-03,-7.51177e+00,1.53580e-02,2.75000e+00,4660,1.52851e-01,2.93536e-02,-1.79377e+01,1.08308e-02,1.42060e+00,-7.51090e+00,1.08308e-02,5224124307320401024
