logg,loggerr,teff,tefferr,Av,Averr,ScaleF,ScaleFerr,fbol,fbolerr,logg_mod,teff_mod,Av_mod,Averr_mod,ScaleF_mod,ScaleFerr_mod,Redchi_mod,fbol_mod,fbolerr_mod,starID
4.00000e+00,1.61386e-13,5.55328e+03,7.62825e+01,1.78676e-01,6.54014e-02,-2.02446e+01,4.44248e-03,-9.51285e+00,1.91627e-02,4.00000e+00,5555,1.79314e-01,1.89729e-02,-2.02447e+01,5.59490e-03,8.14882e-01,-9.51251e+00,5.59490e-03,2051837651199491968
