Av,Averr,ScaleF,ScaleFerr,Redchi,Fbol,ModelIndex,RelDiff,npoint,JumpBy,starID
0.030798972632251065,0.02213668306954323,-20.397188370827283,0.006121910011528223,0.9997656221491312,2.484596507415653e-10,13750,0.0009157256427747942,16,DiffMet,2086625752425381632
