logg,loggerr,teff,tefferr,Av,Averr,ScaleF,ScaleFerr,fbol,fbolerr,logg_mod,teff_mod,Av_mod,Averr_mod,ScaleF_mod,ScaleFerr_mod,Redchi_mod,fbol_mod,fbolerr_mod,starID
3.50000e+00,4.44089e-16,5.06694e+03,7.37306e+01,1.87398e-01,7.03151e-02,-1.99814e+01,5.57107e-03,-9.40893e+00,1.94231e-02,3.50000e+00,5065,1.84726e-01,2.32943e-02,-1.99812e+01,6.49187e-03,1.02759e+00,-9.40953e+00,6.49187e-03,2053106620753316352
