Av,Averr,ScaleF,ScaleFerr,Redchi,Fbol,ModelIndex,RelDiff,npoint,JumpBy,starID
0.24388917901002927,0.02231963480109759,-17.952950464388643,0.008235413223187387,0.8213416022015154,3.2189281113531556e-08,42017,0.0005459746409791746,9,DiffMet,5224124307320401024
