Av,Averr,ScaleF,ScaleFerr,Redchi,Fbol,ModelIndex,RelDiff,npoint,JumpBy,starID
0.13229632912532718,0.020087705797760997,-20.241518564194536,0.005923637152063493,0.9134549086550947,2.9764319455385733e-10,13233,0.0010427439463414569,17,DiffMet,2051837651199491968
