Av,Averr,ScaleF,ScaleFerr,Redchi,Fbol,ModelIndex,RelDiff,npoint,JumpBy,starID
0.12982961161304196,0.02734444857216005,-17.636698485272195,0.01034713616444078,1.1475031380574565,9.947750917967161e-08,44798,0.0007570422545775776,8,DiffMet,4759263813434301824
