logg,loggerr,teff,tefferr,Av,Averr,ScaleF,ScaleFerr,fbol,fbolerr,logg_mod,teff_mod,Av_mod,Averr_mod,ScaleF_mod,ScaleFerr_mod,Redchi_mod,fbol_mod,fbolerr_mod,starID
3.18232e+00,1.11085e-01,5.11151e+03,7.70224e+01,1.82587e-02,7.84282e-02,-1.76179e+01,4.77212e-03,-7.03042e+00,2.13142e-02,3.25000e+00,5115,2.10666e-02,2.93282e-02,-1.76181e+01,1.10978e-02,1.32004e+00,-7.02951e+00,1.10978e-02,4759263813434301824
