Av,Averr,ScaleF,ScaleFerr,Redchi,Fbol,ModelIndex,RelDiff,npoint,JumpBy,starID
-0.026541480390794625,0.044625226151159395,-20.203198328681477,0.013502393309330101,2.6740413416631825,4.60400001239518e-10,14372,0.0009495296825236782,7,DiffMet,2135179533070399232
