Av,Averr,ScaleF,ScaleFerr,Redchi,Fbol,ModelIndex,RelDiff,npoint,JumpBy,starID
0.11566177699599045,0.023830605111796615,-19.978676354528368,0.006641342718371233,1.0754511515484801,3.723826141425648e-10,44106,0.0005392908515596262,8,DiffMet,2053106620753316352
