logg,loggerr,teff,tefferr,Av,Averr,ScaleF,ScaleFerr,fbol,fbolerr,logg_mod,teff_mod,Av_mod,Averr_mod,ScaleF_mod,ScaleFerr_mod,Redchi_mod,fbol_mod,fbolerr_mod,starID
3.75000e+00,7.59694e-04,5.90481e+03,7.46688e+01,8.85602e-02,5.41753e-02,-1.97314e+01,4.39168e-03,-8.89316e+00,1.77151e-02,3.75000e+00,5905,8.84034e-02,2.70372e-02,-1.97314e+01,7.77410e-03,1.73105e+00,-8.89316e+00,7.77410e-03,2125795166969907968
