wavelength,response
3.72249000,0.00120100
3.72516000,0.00109900
3.72784000,0.00111700
3.73052000,0.00121300
3.73321000,0.00121100
3.73590000,0.00125300
3.73859000,0.00123100
3.74129000,0.00120900
3.74399000,0.00123700
3.74669000,0.00119700
3.74940000,0.00112800
3.75212000,0.00109100
3.75483000,0.00103700
3.75755000,0.00095600
3.76028000,0.00085800
3.76301000,0.00071700
3.76574000,0.00060200
3.76848000,0.00057800
3.77122000,0.00058700
3.77396000,0.00047400
3.77671000,0.00037700
3.77946000,0.00031700
3.78222000,0.00023300
3.78498000,0.00023000
3.78775000,0.00015700
3.79051000,0.00022800
3.79329000,0.00042400
3.79606000,0.00047400
3.79884000,0.00056300
3.80163000,0.00063300
3.80442000,0.00045100
3.80721000,0.00046400
3.81001000,0.00085000
3.81281000,0.00094200
3.81562000,0.00081200
3.81843000,0.00103900
3.82124000,0.00113600
3.82406000,0.00104000
3.82688000,0.00132200
3.82971000,0.00136100
3.83254000,0.00119400
3.83537000,0.00118400
3.83821000,0.00110800
3.84105000,0.00112700
3.84390000,0.00119100
3.84675000,0.00114200
3.84961000,0.00113800
3.85247000,0.00094600
3.85533000,0.00097200
3.85820000,0.00102100
3.86107000,0.00077300
3.86395000,0.00069300
3.86683000,0.00064700
3.86972000,0.00052300
3.87261000,0.00045100
3.87550000,0.00036600
3.87840000,0.00039800
3.88130000,0.00039100
3.88421000,0.00022300
3.88712000,0.00022600
3.89004000,0.00030700
3.89296000,0.00040100
3.89589000,0.00066400
3.89881000,0.00120600
3.90175000,0.00162400
3.90469000,0.00192000
3.90763000,0.00269700
3.91058000,0.00355900
3.91353000,0.00423600
3.91648000,0.00516300
3.91944000,0.00627300
3.92241000,0.00732700
3.92538000,0.00878600
3.92835000,0.01068000
3.93133000,0.01237000
3.93431000,0.01432000
3.93730000,0.01668000
3.94029000,0.01937000
3.94329000,0.02232000
3.94629000,0.02581000
3.94929000,0.02994000
3.95230000,0.03479000
3.95532000,0.04024000
3.95834000,0.04690000
3.96136000,0.05481000
3.96439000,0.06381000
3.96742000,0.07436000
3.97046000,0.08669000
3.97350000,0.10100000
3.97655000,0.11750000
3.97960000,0.13580000
3.98266000,0.15730000
3.98572000,0.17930000
3.98879000,0.20230000
3.99186000,0.22810000
3.99493000,0.25220000
3.99801000,0.27750000
4.00110000,0.30040000
4.00419000,0.32070000
4.00728000,0.33900000
4.01038000,0.35500000
4.01349000,0.36690000
4.01659000,0.37550000
4.01971000,0.38050000
4.02283000,0.38370000
4.02595000,0.38540000
4.02908000,0.38460000
4.03221000,0.38240000
4.03535000,0.37980000
4.03849000,0.37810000
4.04164000,0.37430000
4.04479000,0.36950000
4.04795000,0.36570000
4.05111000,0.36070000
4.05428000,0.35680000
4.05745000,0.35310000
4.06063000,0.34880000
4.06381000,0.34430000
4.06700000,0.34020000
4.07019000,0.33670000
4.07339000,0.33370000
4.07659000,0.33080000
4.07980000,0.32830000
4.08301000,0.32680000
4.08623000,0.32620000
4.08945000,0.32540000
4.09268000,0.32490000
4.09591000,0.32510000
4.09915000,0.32600000
4.10239000,0.32830000
4.10564000,0.33030000
4.10889000,0.33240000
4.11215000,0.33510000
4.11542000,0.33860000
4.11868000,0.34480000
4.12196000,0.35070000
4.12524000,0.35520000
4.12852000,0.36170000
4.13181000,0.36890000
4.13511000,0.37640000
4.13841000,0.38380000
4.14171000,0.39160000
4.14502000,0.39950000
4.14834000,0.40850000
4.15166000,0.41810000
4.15499000,0.42690000
4.15832000,0.43490000
4.16166000,0.44110000
4.16500000,0.44730000
4.16835000,0.45450000
4.17170000,0.46050000
4.17506000,0.46600000
4.17842000,0.47090000
4.18179000,0.47550000
4.18517000,0.47980000
4.18855000,0.48410000
4.19193000,0.48850000
4.19533000,0.49080000
4.19872000,0.49220000
4.20213000,0.49480000
4.20553000,0.49670000
4.20895000,0.49720000
4.21237000,0.49740000
4.21579000,0.49700000
4.21922000,0.49720000
4.22266000,0.49630000
4.22610000,0.49420000
4.22955000,0.49230000
4.23300000,0.49040000
4.23646000,0.48830000
4.23992000,0.48730000
4.24339000,0.48470000
4.24687000,0.48050000
4.25035000,0.47730000
4.25383000,0.47490000
4.25733000,0.47280000
4.26082000,0.47040000
4.26433000,0.46800000
4.26784000,0.46740000
4.27135000,0.46640000
4.27487000,0.46460000
4.27840000,0.46510000
4.28193000,0.46590000
4.28547000,0.46570000
4.28902000,0.46620000
4.29257000,0.46770000
4.29613000,0.47140000
4.29969000,0.47440000
4.30326000,0.47730000
4.30683000,0.48070000
4.31041000,0.48320000
4.31400000,0.48640000
4.31759000,0.49020000
4.32119000,0.49290000
4.32479000,0.49540000
4.32840000,0.49830000
4.33202000,0.50140000
4.33564000,0.50460000
4.33927000,0.50690000
4.34290000,0.50900000
4.34654000,0.51080000
4.35019000,0.51280000
4.35384000,0.51480000
4.35750000,0.51560000
4.36116000,0.51620000
4.36483000,0.51940000
4.36851000,0.52280000
4.37219000,0.52370000
4.37588000,0.52520000
4.37958000,0.52790000
4.38328000,0.52990000
4.38699000,0.53130000
4.39071000,0.53360000
4.39443000,0.53680000
4.39815000,0.53910000
4.40189000,0.54070000
4.40563000,0.54230000
4.40937000,0.54380000
4.41313000,0.54590000
4.41689000,0.54730000
4.42065000,0.54700000
4.42442000,0.54710000
4.42820000,0.54790000
