starID,Qflg,Av,ScaleF,ScaleFerr,Teff,Tefferr,RedChi
2329865040473724160,NNYYNNNNNYYNYNNNNYNNNNYNNNNYYYNNNN,0,5.0492e-18,9.3894e-19,4.2553e+03,1.3519e+02,6.7525e-25
