starID,Qflg,Av,ScaleF,ScaleFerr,Teff,Tefferr,RedChi
2053106620753316352,NNNNNNNNNYNNNNNNNYNNNNYNNNNYYYYYYY,0,1.1386e-20,1.2825e-21,4.7557e+03,1.0940e+02,1.7639e-30
