starID,Qflg,Av,ScaleF,ScaleFerr,Teff,Tefferr,RedChi
5062172841616745856,NNNYNNNNNYYNYNNNNYNNNNYNNNNYYYYYYY,0,2.0447e-18,1.9009e-19,5.8123e+03,1.1504e+02,3.4176e-25
