starID,Qflg,Av,ScaleF,ScaleFerr,Teff,Tefferr,RedChi
4921421918602162688,NNNYYYNNNYYYYNNNYYNYNNYNNNNYYYYYYY,0,5.7814e-18,1.0675e-18,4.4488e+03,1.4489e+02,1.7628e-24
