starID,Qflg,Av,ScaleF,ScaleFerr,Teff,Tefferr,RedChi
2106705269988803072,NNNNYYNNNYNYNNNNYYNYNNYNNNNYYYYYYY,0,5.6418e-21,4.5609e-22,5.4615e+03,9.1649e+01,1.6430e-30
