starID,Qflg,Av,ScaleF,ScaleFerr,Teff,Tefferr,RedChi
2076525844775760384,NNNYYYNNNYYYNNNNYYNYNNYNNNNYYYYYYY,0,3.2709e-19,4.4888e-20,5.5527e+03,1.5481e+02,2.2818e-26
