starID,Qflg,Av,ScaleF,ScaleFerr,Teff,Tefferr,RedChi
4972969119657226368,NNNYYNNNNYYYYNNNNYNYNNYNNNNYYYYYYY,0,3.0349e-18,2.7307e-19,4.5339e+03,7.3409e+01,1.2472e-25
