starID,Qflg,Av,ScaleF,ScaleFerr,Teff,Tefferr,RedChi
5224124307320401024,NNNYNNNNNYYNYNNNNYNNNNYNNNNYYYYYYY,0,1.2659e-18,1.4426e-19,4.4022e+03,8.8984e+01,1.8499e-26
