starID,Qflg,Av,ScaleF,ScaleFerr,Teff,Tefferr,RedChi
4759263813434301824,NNNYNNNNNYYNYNNNNYNNNNYNNNNYYYNNNN,0,2.2377e-18,2.7896e-19,5.1262e+03,1.2460e+02,2.5749e-25
