starID,Qflg,Av,ScaleF,ScaleFerr,Teff,Tefferr,RedChi
2051837651199491968,NYNNNNYYNYNNNNYNNYYNYNYYYNYYYYYYYY,0,6.5336e-21,6.1226e-22,5.1934e+03,1.0194e+02,4.2182e-30
