starID,Qflg,Av,ScaleF,ScaleFerr,Teff,Tefferr,RedChi
2086625752425381632,NNNNYYNYNYNYNNYNYYNYYNYYNNYYYYYYYY,0,3.7085e-21,2.5331e-22,5.8162e+03,8.8259e+01,1.4200e-30
