starID,Qflg,Av,ScaleF,ScaleFerr,Teff,Tefferr,RedChi
6386468454774591744,NNNYNNNNNYYNYNNNNYNNNNYNNNNYYYYYYY,0,1.3569e-18,1.5759e-19,4.6029e+03,9.7299e+01,3.2498e-26
