starID,Qflg,Av,ScaleF,ScaleFerr,Teff,Tefferr,RedChi
4675576135153914368,NNNYYYNNNYYYYNNNYYNYNNYNNNNYYYYYYY,0,6.2606e-18,1.3230e-18,4.5519e+03,1.7202e+02,3.3651e-24
