starID,Qflg,Av,ScaleF,ScaleFerr,Teff,Tefferr,RedChi
2135179533070399232,NNNYNNNNNYYNNNNNNYNNNNYNNNNYYYNNNN,0,5.3322e-21,1.2097e-21,6.2769e+03,3.1669e+02,2.4313e-29
