starID,Qflg,Av,ScaleF,ScaleFerr,Teff,Tefferr,RedChi
6357337753190592000,NNNYNNNNNYYNYNNNNYNNNNYNNNNYYYNNNN,0,4.0525e-18,6.0391e-19,4.7208e+03,1.3004e+02,5.9353e-25
