starID,Qflg,Av,ScaleF,ScaleFerr,Teff,Tefferr,RedChi
2125795166969907968,NNNYYYNNNYYYNNNNYYNYNNYNNNNYYYYYYY,0,1.5663e-20,1.9462e-21,6.0783e+03,1.6358e+02,8.8767e-29
