starid,source_id,clean_panstarrs1_oid,original_ext_source_id,angular_distance,number_of_neighbours,number_of_mates,xm_flag,obj_name,obj_id,ra,dec,ra_error,dec_error,epoch_mean,g_mean_psf_mag,g_mean_psf_mag_error,g_flags,r_mean_psf_mag,r_mean_psf_mag_error,r_flags,i_mean_psf_mag,i_mean_psf_mag_error,i_flags,z_mean_psf_mag,z_mean_psf_mag_error,z_flags,y_mean_psf_mag,y_mean_psf_mag_error,y_flags,n_detections,zone_id,obj_info_flag,quality_flag
2051837651199491968,2051837651199491968,1751028267,153202922738406485,0.033982966,1,0,8,PSO J192905.705+374017.699,153202922738406485,292.27377,37.67157,0.045949999243021,0.0663499981164932,56011.74,12.8950004577637,,114724,12.4180002212524,,114724,12.2220001220703,,114724,12.1300001144409,,114724,12.086199760437,0.002070999937132,16892216,74,15320,906289152,108
2086625752425381632,2086625752425381632,1919028477,165852970281691003,0.059583012,1,0,8,PSO J194806.788+481231.216,165852970281691003,297.02817,48.20862,0.0260799992829561,0.0627700015902519,55847.55,12.9630002975464,,114724,12.5740003585815,,16420,12.4130001068115,,16420,12.3360004425049,,65572,12.2656002044678,0.00316100008785725,115000,77,16585,637853696,76
